产业功能区升级支持,成都市经济和信息化局,成都,申报时间：2019.04.17 - 2019.05.17
产业功能区基础设施建设补助项目,成都市经济和信息化局,成都,申报时间：2019.04.17 - 2019.05.17
产业功能区投资新建（改造）三层及以上厂房补助,成都市经济和信息化局,成都,申报时间：2019.04.17 - 2019.05.17
省企业技术中心认定,四川省经济和信息化厅,四川,申报时间：2019.04.17 - 2019.06.30
省外建立营销网络推动四川扶贫产品销售项目,四川省商务厅,四川,申报时间：2019.04.16 - 2019.04.25
服务业“三百工程”重点项目贴息,四川省商务厅,四川,申报时间：2019.04.16 - 2019.04.25
“川菜走出去”项目,四川省商务厅,四川,申报时间：2019.04.16 - 2019.04.25
企业“走出去”涉外风险统保平台项目,四川省商务厅,四川,申报时间：2019.04.16 - 2019.04.25
国际产能合作和“一带一路”重点项目,四川省商务厅,四川,申报时间：2019.04.16 - 2019.04.25
集成电路产业-人才安居乐业奖励,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-在本地进行封装和测试支持,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-购买本地IP核以及提供IP复用、共享设计工具软件等服务支持,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-采购本地企业自主研发设计生产的芯片支持,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-多项目晶圆（MPW）流片支持,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-化合物半导体全掩膜首轮验证性流片支持,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-首次完成全掩膜（Full Mask）工程产品流片支持,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-科技创新平台支持,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
智能制造试点示范和智能化改造项目,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
重大装备首台（套）补助项目,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-创新间接融资奖励,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-公共服务平台补贴,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-在蓉单位承担集成电路类国家重大专项配套支持,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-高校科研院所提升贡献补助,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-综合培训实践基地补贴,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-企业自主兴办集成电路设计类职业培训机构支持,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-集成电路设计类工程技术研发中心组建补贴,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
集成电路产业-省级和国家级博士后工作站补助,成都市经济和信息化局,成都,申报时间：2019.04.15 - 2019.05.07
国家技术创新示范企业复核评价,中华人民共和国工业和信息化部,中华人民共和国,申报时间：2019.04.15 - 2019.05.10
航空与燃机产业-研制无人机、直升机、公务机等整机产品并实现首次销售的奖励,成都市经济和信息化局,成都,申报时间：2019.04.12 - 2019.04.30
航空与燃机产业-承担国家专项研制任务补助,成都市经济和信息化局,成都,申报时间：2019.04.12 - 2019.04.30
国家级技术创新示范企业奖励,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.04.23
两化融合管理体系贯标试点奖励项目,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.05.06
实体经济新经济领域人才奖励,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.05.10
国家级企业技术中心奖励,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.04.23
两化融合示范项目,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.05.06
技术改造补助项目,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.04.25
重大工业和信息化建设补助项目,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.04.25
新增投资补助项目,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.04.25
互联网+重点示范应用项目,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.05.06
智慧园区项目,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.05.06
工业云平台项目,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.05.06
科技成果转化补助,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.04.23
工业设计中心自身能力建设补助,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.04.23
国家级制造业创新中心奖励,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.04.23
支持服务型制造示范企业奖励,成都市经济和信息化局,成都,申报时间：2019.04.08 - 2019.04.23
企业创新发展联合基金2019年度项目,国家自然科学基金委员会,中华人民共和国,申报时间：2019.04.08 - 2019.04.12
区域创新发展联合基金2019年度项目,国家自然科学基金委员会,中华人民共和国,申报时间：2019.04.08 - 2019.04.12
市级企业技术中心认定（建筑业）,成都市经济和信息化局,成都,申报时间：2019.04.03 - 2019.04.25
市级企业技术中心认定（制造业）,成都市经济和信息化局,成都,申报时间：2019.04.03 - 2019.04.25
市级企业技术中心认定（战略性新兴产业）,成都市经济和信息化局,成都,申报时间：2019.04.03 - 2019.04.25
市级企业技术中心认定（三新及软件产业）,成都市经济和信息化局,成都,申报时间：2019.04.03 - 2019.04.25
核心技术研发投入奖励,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
高新技术企业奖励,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
新增就业人员岗位补贴,温江区就业服务管理局,温江,申报时间：2019.04.01 - 2019.05.31
工业企业贷款贴息,温江区金融工作局,温江,申报时间：2019.04.01 - 2019.05.31
高层次人才创新研发资助,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
建筑业企业发展壮大奖励,温江区住房和城乡建设局,温江,申报时间：2019.04.01 - 2019.05.31
企业技术改造补贴,温江区经济和信息化局,温江,申报时间：2019.04.01 - 2019.05.31
企业制定标准奖励,温江区市场监督管理局,温江,申报时间：2019.04.01 - 2019.05.31
服务业企业稳增长奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
限额以上批发零售住宿餐饮企业入库奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
规模以上服务单位入库奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
规模以上工业企业入库奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
规上工业企业稳增长贡献奖励,温江区经济和信息化局,温江,申报时间：2019.04.01 - 2019.05.31
人力资源服务机构提供招用工服务奖励,温江区人力资源和社会保障局,温江,申报时间：2019.04.01 - 2019.05.31
企业上市奖励,温江区金融工作局,温江,申报时间：2019.04.01 - 2019.05.31
发行债券融资奖励,温江区金融工作局,温江,申报时间：2019.04.01 - 2019.05.31
融资租赁补贴,温江区金融工作局,温江,申报时间：2019.04.01 - 2019.05.31
供应链金融实现融资奖励,温江区金融工作局,温江,申报时间：2019.04.01 - 2019.05.31
民营企业人才薪酬奖励,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
企业开展国际产学研合作补贴,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
企业使用公共技术研发平台补贴,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
企业投资新建公共技术研发平台补贴,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
企业购买科技服务补贴,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
企业购买科技成果补贴,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
创新创业载体运营经费补贴,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
创新创业载体租金支持,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
创新创业载体装修补贴,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
科研项目配套支持,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
市级以上研发机构奖励,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
优质建筑企业迁入奖励,温江区住房和城乡建设局,温江,申报时间：2019.04.01 - 2019.05.31
军民融合项目配套补贴,温江区经济和信息化局,温江,申报时间：2019.04.01 - 2019.05.31
企业开展本地协作配套补贴,温江区经济和信息化局,温江,申报时间：2019.04.01 - 2019.05.31
开展离岸外包业务奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
新开展进出口、代理转自营出口奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
外贸企业开展跨境电商业务奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
外贸企业做大做强补贴,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
“温江造”工业产品扩大海外销售奖励,温江区经济和信息化局,温江,申报时间：2019.04.01 - 2019.05.31
引进文创项目和文创品牌奖励,温江区文化体育和旅游局,温江,申报时间：2019.04.01 - 2019.05.31
分公司转独立法人公司奖励,温江区经济和信息化局,温江,申报时间：2019.04.01 - 2019.05.31
建筑业企业入库奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
农业示范机构奖励,温江区农业农村局,温江,申报时间：2019.04.01 - 2019.05.31
农业产业化龙头企业奖励,温江区农业农村局,温江,申报时间：2019.04.01 - 2019.05.31
企业拓展区外业务奖励,温江区民营经济工作领导小组办公室,温江,申报时间：2019.04.01 - 2019.05.31
总部企业高级管理及核心技术人才奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
总部企业经济贡献奖励,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
总部企业租赁办公用房补助,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
总部企业自建或购置办公用房补助,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
总部企业开办补助,温江区商务局,温江,申报时间：2019.04.01 - 2019.05.31
企业注册国际商标奖励,温江区市场监督管理局,温江,申报时间：2019.04.01 - 2019.05.31
融资担保信贷服务奖励,温江区金融工作局,温江,申报时间：2019.04.01 - 2019.05.31
入选市级以上人才计划奖励,温江区委组织部,温江,申报时间：2019.04.01 - 2019.05.31
推荐人才入选高层次人才补贴,温江区委组织部,温江,申报时间：2019.04.01 - 2019.05.31
引入高层次人才补贴,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
高层次人才创业启动资助,温江区新经济和科技局,温江,申报时间：2019.04.01 - 2019.05.31
鼓励高校、职校调整学科补贴（推荐企业就业）,温江区经济和信息化局,温江,申报时间：2019.04.01 - 2019.05.31
鼓励高校、职校调整学科补贴（固定资产投资）,温江区经济和信息化局,温江,申报时间：2019.04.01 - 2019.05.31
博士后科研工作站补贴,温江区人力资源和社会保障局,温江,申报时间：2019.04.01 - 2019.05.31
建设单位采用区内建筑企业承建项目奖励,温江区住房和城乡建设局,温江,申报时间：2019.04.01 - 2019.05.31
建筑业企业创品牌提资质奖励,温江区住房和城乡建设局,温江,申报时间：2019.04.01 - 2019.05.31
投资建设花木专业市场奖励,温江区农业农村局,温江,申报时间：2019.04.01 - 2019.05.31
企业兼并重组奖励,温江区经济和信息化局,温江,申报时间：2019.04.01 - 2019.05.31
以商招商、存量招商奖励,温江区投资促进局,温江,申报时间：2019.04.01 - 2019.05.31
“个转企”中介费用补助,温江区市场监督管理局,温江,申报时间：2019.04.01 - 2019.05.31
特色商业街奖励,温江区农业农村局,温江,申报时间：2019.04.01 - 2019.05.31
文创孵化基地奖励,温江区农业农村局,温江,申报时间：2019.04.01 - 2019.05.31
农业双创示范基地奖励,温江区农业农村局,温江,申报时间：2019.04.01 - 2019.05.31
休闲农业与乡村旅游示范点奖励,温江区农业农村局,温江,申报时间：2019.04.01 - 2019.05.31
花木企业转型升级发展奖励,温江区农业农村局,温江,申报时间：2019.04.01 - 2019.05.31
企业创建名牌奖励,温江区市场监督管理局,温江,申报时间：2019.04.01 - 2019.05.31
质量奖奖励,温江区市场监督管理局,温江,申报时间：2019.04.01 - 2019.05.31
企业在境外举办品牌推广活动支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
电子商务企业开展标准化建设支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
电子商务企业市场拓展支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
服务贸易企业参加境外专业展会支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
外贸企业参加境外专业展会支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
电子商务企业提升发展支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
商务行业协会开展各类行业活动支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
商务行业协会开展各类行业服务专项活动支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
市场品牌推广项目支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
电子商务企业融资支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
电子商务公共服务平台加快发展支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
电子商务企业示范创建支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
商务行业协会做优做强支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
企业参加广交会支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
行业协会在蓉开展“走出去”经贸促进活动支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
开展对外承包工程支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
企业参加市级以上市场拓展活动支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
楼宇经济高端发展支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
零售企业入驻商业中心商圈支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
境外经贸促进活动支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
行业协会在境外新成立办事机构支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
主导建设境外产业合作园区支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
在境外设立控股企业或并购境外企业支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
对外投资前期工作支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
企业参加国际设计大奖赛支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
以跨境交付等形式购买服务支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
区（市）县开展“成都造”市场拓展支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
农商对接扩大鲜活农产品经营支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
社区再生资源处置能力提档升级项目,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
川菜国际文化交流支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
全国餐饮行业百强企业支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
餐饮企业连锁经营支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
餐饮“老字号”补贴,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
开展农村电子商务示范建设支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
二手车市场信息化建设支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
特色商业街创建支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
扩大“成都造”名优产品销售支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
企业和行业协会开展商贸促进活动支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
国家级境外经贸合作区项目支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
川菜企业加工配送体系建设支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
标准化菜市场建设支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
中优”区域商品市场疏解调迁支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
地方特色品牌企业入驻特色街支持,成都市商务局,成都,申报时间：2019.04.01 - 2019.04.20
科技创新券补助,四川省科学技术厅,四川,申报时间：2019.04.01 - 2019.04.09
新一代人工智能重大科技专项项目（课题）-未来人工智能技术探索,四川省科学技术厅,四川,申报时间：2019.04.01 - 2019.04.15
新一代人工智能重大科技专项项目（课题）-人工智能专用平台,四川省科学技术厅,四川,申报时间：2019.04.01 - 2019.04.15
留学人员科技活动项目择优资助经费,四川省人力资源和社会保障厅,四川,申报时间：2019.04.01 - 2019.04.22
博士后创新实践基地,四川省人力资源和社会保障厅,四川,申报时间：2019.03.28 - 2019.05.10
国家自然科学基金优秀青年科学基金项目（港澳）,国家自然科学基金委员会,中华人民共和国,申报时间：2019.03.21 - 2019.04.19
软科学项目,四川省科学技术厅,四川,申报时间：2019.03.20 - 2019.04.03
高新技术企业补贴,郫都区新经济和科技局,郫都,申报时间：2019.03.15 - 2019.04.12
科技保险补贴,郫都区新经济和科技局,郫都,申报时间：2019.03.15 - 2019.04.12
公共技术服务平台补贴,郫都区新经济和科技局,郫都,申报时间：2019.03.15 - 2019.04.12
科技进步奖补贴,郫都区新经济和科技局,郫都,申报时间：2019.03.15 - 2019.04.12
研发机构补助,郫都区新经济和科技局,郫都,申报时间：2019.03.15 - 2019.04.12
科技项目补贴,郫都区新经济和科技局,郫都,申报时间：2019.03.15 - 2019.04.12
专利资助资金,四川省知识产权局,四川,申报时间：2019.03.15 - 2019.04.25
新型信息消费示范项目,中华人民共和国工业和信息化部,中华人民共和国,申报时间：2019.03.12 - 2019.04.04
绿色供应链,中华人民共和国工业和信息化部,中华人民共和国,申报时间：2019.03.12 - 2019.04.15
绿色园区,中华人民共和国工业和信息化部,中华人民共和国,申报时间：2019.03.12 - 2019.04.15
绿色设计产品,中华人民共和国工业和信息化部,中华人民共和国,申报时间：2019.03.12 - 2019.04.15
绿色工厂创建项目,中华人民共和国工业和信息化部,中华人民共和国,申报时间：2019.03.12 - 2019.04.15
工业节能与绿色标准研究项目,中华人民共和国工业和信息化部,中华人民共和国,申报时间：2019.03.07 - 2019.03.20
科技型中小企业评价,中华人民共和国科学技术部,中华人民共和国,申报时间：2019.03.04 - 2019.10.31
中国政府友谊奖,中华人民共和国科学技术部,中华人民共和国,申报时间：2019.02.28 - 2019.04.15
“全球变化及应对”重点专项,中华人民共和国科学技术部,中华人民共和国,申报时间：2019.02.13 - 2019.03.15
“蛋白质机器与生命过程调控”重点专项,中华人民共和国科学技术部,中华人民共和国,申报时间：2019.02.13 - 2019.03.15
“大科学装置前沿研究”重点专项,中华人民共和国科学技术部,中华人民共和国,申报时间：2019.02.13 - 2019.03.15
“量子调控与量子信息”重点专项,中华人民共和国科学技术部,中华人民共和国,申报时间：2019.02.13 - 2019.03.15
“纳米科技”重点专项,中华人民共和国科学技术部,中华人民共和国,申报时间：2019.02.13 - 2019.03.15
“干细胞及转化研究”重点专项,中华人民共和国科学技术部,中华人民共和国,申报时间：2019.02.13 - 2019.03.15
高端外国专家引进计划,中华人民共和国科学技术部,中华人民共和国,申报时间：2019.02.01 - 2019.03.15
中法工业合作示范项目,中华人民共和国工业和信息化部,中华人民共和国,申报时间：2019.01.30 - 2019.03.08
知识产权贯标项目,国家知识产权局,中华人民共和国,申报时间：2019.01.01 - 2019.12.31
高新技术企业认定奖励,新津县经济发展和科学技术局,新津,
专利资助,新津县经济发展和科学技术局,新津,
电子商务发展支持,新津县商务和投资促进局,新津,
文化旅游业发展支持,新津县商务和投资促进局,新津,
收入首次突破奖励,新津县商务和投资促进局,新津,
服务业首次上规模奖励,新津县商务和投资促进局,新津,
电子商务发展支持,新津县经济发展和科学技术局,新津,
经济贡献上台阶支持,新津县经济发展和科学技术局,新津,
创新创业载体支持,新津县经济发展和科学技术局,新津,
创新平台奖励,新津县经济发展和科学技术局,新津,
文化旅游产业发展扶持,新津县经济发展和科学技术局,新津,
制定标准奖励,新津县市场和质量监督管理局,新津,
现代商贸商务业发展扶持,新津县商务和投资促进局,新津,
上市融资支持,新津县经济发展和科学技术局,新津,
农业博览产业发展扶持,新津县经济发展和科学技术局,新津,
支持发展新制式奖励,新津县经济发展和科学技术局,新津,
